/juice/scr/aharris6/wsj/train/wav/4a8/4a8c0201.wav,/juice/scr/aharris6/wsj/train/txt/4a8/4a8c0201.txt,THE SPOKESWOMAN DECLINED TO IDENTIFY POSSIBLE USES FOR THE COMPANY'S CASH OTHER THAN THE STOCK BUYBACK,4a8c0201
/juice/scr/aharris6/wsj/train/wav/46z/46zc0213.wav,/juice/scr/aharris6/wsj/train/txt/46z/46zc0213.txt,TONGUECLICK THESE MIXED FEELINGS OF FRUSTRATION WITH AND GRATITUDE TOWARD THE AUTHORITIES ARE PART OF THE EVERYDAY LIFE OF A FOREIGNER DOING BUSINESS IN KOREA,46zc0213
/juice/scr/aharris6/wsj/train/wav/4ag/4agc031b.wav,/juice/scr/aharris6/wsj/train/txt/4ag/4agc031b.txt,MR JACOBS DESCRIBED THE CURRENT EIGHT PERCENT INFLATION RATE AS HIGHER THAN DESIRABLE,4agc031b
/juice/scr/aharris6/wsj/train/wav/4b1/4b1c030t.wav,/juice/scr/aharris6/wsj/train/txt/4b1/4b1c030t.txt,MOREOVER THEY ARE READY IF NEED BE TO INTERVENE ON EXCHANGE MARKETS,4b1c030t
/juice/scr/aharris6/wsj/train/wav/401/401o0308.wav,/juice/scr/aharris6/wsj/train/txt/401/401o0308.txt,TWO YEARS AGO COMMA HE TRIED TO BRING CHEAPER GASOLINE TO JAPAN FROM SINGAPORE COMMA ONLY TO RUN INTO GOVERNMENT OPPOSITION PERIOD,401o0308
/juice/scr/aharris6/wsj/train/wav/46u/46uc0319.wav,/juice/scr/aharris6/wsj/train/txt/46u/46uc0319.txt,MR MINOLI ALSO ESTIMATES THAT AS MANY AS ONE HUNDRED SMALLER BENETTON STORES MAY CLOSE IN THE NEXT FIVE YEARS,46uc0319
/juice/scr/aharris6/wsj/train/wav/483/483c030a.wav,/juice/scr/aharris6/wsj/train/txt/483/483c030a.txt,TONGUECLICK RENT CONTROL IS AS BAD AS THE INCOME TAX DEDUCTION FOR HOME OWNERSHIP,483c030a
/juice/scr/aharris6/wsj/train/wav/47c/47cc0318.wav,/juice/scr/aharris6/wsj/train/txt/47c/47cc0318.txt,ROSEANNE IS AN ACID TONGUED ASSEMBLY LINE WORKER IN AN OLD SWEATSHIRT,47cc0318
/juice/scr/aharris6/wsj/train/wav/01q/01qc020d.wav,/juice/scr/aharris6/wsj/train/txt/01q/01qc020d.txt,HE ACCUSED THE COMMITTEE OF WORKING HAND IN GLOVE WITH THE SPECIAL PROSECUTOR THREATENING TO INDICT HIS CLIENT AND USING DIRTY TRICKS BESIDES,01qc020d
/juice/scr/aharris6/wsj/train/wav/4aj/4ajc0202.wav,/juice/scr/aharris6/wsj/train/txt/4aj/4ajc0202.txt,TONGUECLICK BIG COMPANIES NOW ISSUE THEIR OWN PAPER,4ajc0202
/juice/scr/aharris6/wsj/train/wav/49p/49pc030y.wav,/juice/scr/aharris6/wsj/train/txt/49p/49pc030y.txt,NINETEEN NINETY NINE COULD NOT HAVE BEEN WRITTEN BY A SERVING PRESIDENT,49pc030y
/juice/scr/aharris6/wsj/train/wav/4bf/4bfc030y.wav,/juice/scr/aharris6/wsj/train/txt/4bf/4bfc030y.txt,THESE ANALYSTS ARGUE THAT THE INCREASE WAS ENGINEERED BY THE FED,4bfc030y
/juice/scr/aharris6/wsj/train/wav/48c/48cc0415.wav,/juice/scr/aharris6/wsj/train/txt/48c/48cc0415.txt,MR PAPAGEORGE SAID THESE WERE CONCEPTUAL NEGOTIATIONS,48cc0415
/juice/scr/aharris6/wsj/train/wav/4b5/4b5c0317.wav,/juice/scr/aharris6/wsj/train/txt/4b5/4b5c0317.txt,ORIGINALLY HOME SHOPPING HAD SUED G T E FOR ONE POINT FIVE BILLION DOLLARS IN DAMAGES FOR ALLEGEDLY PROVIDING A GROSSLY INADEQUATE PHONE SYSTEM FOR THE HOME SHOPPING OPERATION,4b5c0317
